Country/Region;Lat;Long;Anzahl der Datensätze;Date;Deaths;Province/State
China;43.6661;126.1923;1;03.02.2020;0;Jilin
China;43.6661;126.1923;1;04.02.2020;0;Jilin
China;43.6661;126.1923;1;05.02.2020;0;Jilin
China;43.6661;126.1923;1;06.02.2020;0;Jilin
China;43.6661;126.1923;1;07.02.2020;1;Jilin
China;43.6661;126.1923;1;08.02.2020;1;Jilin
China;43.6661;126.1923;1;09.02.2020;1;Jilin
China;43.6661;126.1923;1;01.03.2020;1;Jilin
China;43.6661;126.1923;1;10.03.2020;1;Jilin
China;43.6661;126.1923;1;11.03.2020;1;Jilin
China;43.6661;126.1923;1;12.03.2020;1;Jilin
China;43.6661;126.1923;1;13.03.2020;1;Jilin
China;43.6661;126.1923;1;14.03.2020;1;Jilin
China;43.6661;126.1923;1;15.03.2020;1;Jilin
China;43.6661;126.1923;1;16.03.2020;1;Jilin
China;43.6661;126.1923;1;17.03.2020;1;Jilin
China;43.6661;126.1923;1;18.03.2020;1;Jilin
China;43.6661;126.1923;1;19.03.2020;1;Jilin
China;43.6661;126.1923;1;02.03.2020;1;Jilin
China;43.6661;126.1923;1;20.03.2020;1;Jilin
China;43.6661;126.1923;1;21.03.2020;1;Jilin
China;43.6661;126.1923;1;22.03.2020;1;Jilin
China;43.6661;126.1923;1;23.03.2020;1;Jilin
China;43.6661;126.1923;1;24.03.2020;1;Jilin
China;43.6661;126.1923;1;25.03.2020;1;Jilin
China;43.6661;126.1923;1;26.03.2020;1;Jilin
China;43.6661;126.1923;1;27.03.2020;1;Jilin
China;43.6661;126.1923;1;28.03.2020;1;Jilin
China;43.6661;126.1923;1;29.03.2020;1;Jilin
China;43.6661;126.1923;1;03.03.2020;1;Jilin
China;43.6661;126.1923;1;30.03.2020;1;Jilin
China;43.6661;126.1923;1;31.03.2020;1;Jilin
China;43.6661;126.1923;1;04.03.2020;1;Jilin
China;43.6661;126.1923;1;05.03.2020;1;Jilin
China;43.6661;126.1923;1;06.03.2020;1;Jilin
China;43.6661;126.1923;1;07.03.2020;1;Jilin
China;43.6661;126.1923;1;08.03.2020;1;Jilin
China;43.6661;126.1923;1;09.03.2020;1;Jilin
China;41.2956;122.6085;1;22.01.2020;0;Liaoning
China;41.2956;122.6085;1;23.01.2020;0;Liaoning
China;41.2956;122.6085;1;24.01.2020;0;Liaoning
China;41.2956;122.6085;1;25.01.2020;0;Liaoning
China;41.2956;122.6085;1;26.01.2020;0;Liaoning
China;41.2956;122.6085;1;27.01.2020;0;Liaoning
China;41.2956;122.6085;1;28.01.2020;0;Liaoning
China;41.2956;122.6085;1;29.01.2020;0;Liaoning
China;41.2956;122.6085;1;30.01.2020;0;Liaoning
China;41.2956;122.6085;1;31.01.2020;0;Liaoning
China;41.2956;122.6085;1;01.02.2020;0;Liaoning
China;41.2956;122.6085;1;10.02.2020;0;Liaoning
China;41.2956;122.6085;1;11.02.2020;0;Liaoning
China;41.2956;122.6085;1;12.02.2020;1;Liaoning
China;41.2956;122.6085;1;13.02.2020;1;Liaoning
China;41.2956;122.6085;1;14.02.2020;1;Liaoning
China;41.2956;122.6085;1;15.02.2020;1;Liaoning
China;41.2956;122.6085;1;16.02.2020;1;Liaoning
China;41.2956;122.6085;1;17.02.2020;1;Liaoning
China;41.2956;122.6085;1;18.02.2020;1;Liaoning
China;41.2956;122.6085;1;19.02.2020;1;Liaoning
China;41.2956;122.6085;1;02.02.2020;0;Liaoning
China;41.2956;122.6085;1;20.02.2020;1;Liaoning
China;41.2956;122.6085;1;21.02.2020;1;Liaoning
China;41.2956;122.6085;1;22.02.2020;1;Liaoning
China;41.2956;122.6085;1;23.02.2020;1;Liaoning
China;41.2956;122.6085;1;24.02.2020;1;Liaoning
China;41.2956;122.6085;1;25.02.2020;1;Liaoning
China;41.2956;122.6085;1;26.02.2020;1;Liaoning
China;41.2956;122.6085;1;27.02.2020;1;Liaoning
China;41.2956;122.6085;1;28.02.2020;1;Liaoning
China;41.2956;122.6085;1;29.02.2020;1;Liaoning
China;41.2956;122.6085;1;03.02.2020;0;Liaoning
China;41.2956;122.6085;1;04.02.2020;0;Liaoning
China;41.2956;122.6085;1;05.02.2020;0;Liaoning
China;41.2956;122.6085;1;06.02.2020;0;Liaoning
China;41.2956;122.6085;1;07.02.2020;0;Liaoning
China;41.2956;122.6085;1;08.02.2020;0;Liaoning
China;41.2956;122.6085;1;09.02.2020;0;Liaoning
China;41.2956;122.6085;1;01.03.2020;1;Liaoning
China;41.2956;122.6085;1;10.03.2020;1;Liaoning
China;41.2956;122.6085;1;11.03.2020;1;Liaoning
China;41.2956;122.6085;1;12.03.2020;1;Liaoning
China;41.2956;122.6085;1;13.03.2020;1;Liaoning
China;41.2956;122.6085;1;14.03.2020;1;Liaoning
China;41.2956;122.6085;1;15.03.2020;1;Liaoning
China;41.2956;122.6085;1;16.03.2020;1;Liaoning
China;41.2956;122.6085;1;17.03.2020;1;Liaoning
China;41.2956;122.6085;1;18.03.2020;1;Liaoning
China;41.2956;122.6085;1;19.03.2020;1;Liaoning
China;41.2956;122.6085;1;02.03.2020;1;Liaoning
China;41.2956;122.6085;1;20.03.2020;2;Liaoning
China;41.2956;122.6085;1;21.03.2020;2;Liaoning
China;41.2956;122.6085;1;22.03.2020;2;Liaoning
China;41.2956;122.6085;1;23.03.2020;2;Liaoning
China;41.2956;122.6085;1;24.03.2020;2;Liaoning
China;41.2956;122.6085;1;25.03.2020;2;Liaoning
China;41.2956;122.6085;1;26.03.2020;2;Liaoning
China;41.2956;122.6085;1;27.03.2020;2;Liaoning
China;41.2956;122.6085;1;28.03.2020;2;Liaoning
China;41.2956;122.6085;1;29.03.2020;2;Liaoning
China;41.2956;122.6085;1;03.03.2020;1;Liaoning
China;41.2956;122.6085;1;30.03.2020;2;Liaoning
China;41.2956;122.6085;1;31.03.2020;2;Liaoning
China;41.2956;122.6085;1;04.03.2020;1;Liaoning
China;41.2956;122.6085;1;05.03.2020;1;Liaoning
China;41.2956;122.6085;1;06.03.2020;1;Liaoning
China;41.2956;122.6085;1;07.03.2020;1;Liaoning
China;41.2956;122.6085;1;08.03.2020;1;Liaoning
China;41.2956;122.6085;1;09.03.2020;1;Liaoning
China;22.1667;113.55;1;22.01.2020;0;Macau
China;22.1667;113.55;1;23.01.2020;0;Macau
China;22.1667;113.55;1;24.01.2020;0;Macau
China;22.1667;113.55;1;25.01.2020;0;Macau
China;22.1667;113.55;1;26.01.2020;0;Macau
China;22.1667;113.55;1;27.01.2020;0;Macau
China;22.1667;113.55;1;28.01.2020;0;Macau
China;22.1667;113.55;1;29.01.2020;0;Macau
China;22.1667;113.55;1;30.01.2020;0;Macau
China;22.1667;113.55;1;31.01.2020;0;Macau
China;22.1667;113.55;1;01.02.2020;0;Macau
China;22.1667;113.55;1;10.02.2020;0;Macau
China;22.1667;113.55;1;11.02.2020;0;Macau
China;22.1667;113.55;1;12.02.2020;0;Macau
China;22.1667;113.55;1;13.02.2020;0;Macau
China;22.1667;113.55;1;14.02.2020;0;Macau
China;22.1667;113.55;1;15.02.2020;0;Macau
China;22.1667;113.55;1;16.02.2020;0;Macau
China;22.1667;113.55;1;17.02.2020;0;Macau
China;22.1667;113.55;1;18.02.2020;0;Macau
China;22.1667;113.55;1;19.02.2020;0;Macau
China;22.1667;113.55;1;02.02.2020;0;Macau
China;22.1667;113.55;1;20.02.2020;0;Macau
China;22.1667;113.55;1;21.02.2020;0;Macau
China;22.1667;113.55;1;22.02.2020;0;Macau
China;22.1667;113.55;1;23.02.2020;0;Macau
China;22.1667;113.55;1;24.02.2020;0;Macau
China;22.1667;113.55;1;25.02.2020;0;Macau
China;22.1667;113.55;1;26.02.2020;0;Macau
China;22.1667;113.55;1;27.02.2020;0;Macau
China;22.1667;113.55;1;28.02.2020;0;Macau
China;22.1667;113.55;1;29.02.2020;0;Macau
China;22.1667;113.55;1;03.02.2020;0;Macau
China;22.1667;113.55;1;04.02.2020;0;Macau
China;22.1667;113.55;1;05.02.2020;0;Macau
China;22.1667;113.55;1;06.02.2020;0;Macau
China;22.1667;113.55;1;07.02.2020;0;Macau
China;22.1667;113.55;1;08.02.2020;0;Macau
China;22.1667;113.55;1;09.02.2020;0;Macau
China;22.1667;113.55;1;01.03.2020;0;Macau
China;22.1667;113.55;1;10.03.2020;0;Macau
China;22.1667;113.55;1;11.03.2020;0;Macau
China;22.1667;113.55;1;12.03.2020;0;Macau
China;22.1667;113.55;1;13.03.2020;0;Macau
China;22.1667;113.55;1;14.03.2020;0;Macau
China;22.1667;113.55;1;15.03.2020;0;Macau
China;22.1667;113.55;1;16.03.2020;0;Macau
China;22.1667;113.55;1;17.03.2020;0;Macau
China;22.1667;113.55;1;18.03.2020;0;Macau
China;22.1667;113.55;1;19.03.2020;0;Macau
China;22.1667;113.55;1;02.03.2020;0;Macau
China;22.1667;113.55;1;20.03.2020;0;Macau
China;22.1667;113.55;1;21.03.2020;0;Macau
China;22.1667;113.55;1;22.03.2020;0;Macau
China;22.1667;113.55;1;23.03.2020;0;Macau
China;22.1667;113.55;1;24.03.2020;0;Macau
China;22.1667;113.55;1;25.03.2020;0;Macau
China;22.1667;113.55;1;26.03.2020;0;Macau
China;22.1667;113.55;1;27.03.2020;0;Macau
China;22.1667;113.55;1;28.03.2020;0;Macau
China;22.1667;113.55;1;29.03.2020;0;Macau
China;22.1667;113.55;1;03.03.2020;0;Macau
China;22.1667;113.55;1;30.03.2020;0;Macau
China;22.1667;113.55;1;31.03.2020;0;Macau
China;22.1667;113.55;1;04.03.2020;0;Macau
China;22.1667;113.55;1;05.03.2020;0;Macau
China;22.1667;113.55;1;06.03.2020;0;Macau
China;22.1667;113.55;1;07.03.2020;0;Macau
China;22.1667;113.55;1;08.03.2020;0;Macau
China;22.1667;113.55;1;09.03.2020;0;Macau
China;37.2692;106.1655;1;22.01.2020;0;Ningxia
China;37.2692;106.1655;1;23.01.2020;0;Ningxia
China;37.2692;106.1655;1;24.01.2020;0;Ningxia
China;37.2692;106.1655;1;25.01.2020;0;Ningxia
China;37.2692;106.1655;1;26.01.2020;0;Ningxia
China;37.2692;106.1655;1;27.01.2020;0;Ningxia
China;37.2692;106.1655;1;28.01.2020;0;Ningxia
China;37.2692;106.1655;1;29.01.2020;0;Ningxia
China;37.2692;106.1655;1;30.01.2020;0;Ningxia
China;37.2692;106.1655;1;31.01.2020;0;Ningxia
China;37.2692;106.1655;1;01.02.2020;0;Ningxia
China;37.2692;106.1655;1;10.02.2020;0;Ningxia
China;37.2692;106.1655;1;11.02.2020;0;Ningxia
China;37.2692;106.1655;1;12.02.2020;0;Ningxia
China;37.2692;106.1655;1;13.02.2020;0;Ningxia
China;37.2692;106.1655;1;14.02.2020;0;Ningxia
China;37.2692;106.1655;1;15.02.2020;0;Ningxia
China;37.2692;106.1655;1;16.02.2020;0;Ningxia
China;37.2692;106.1655;1;17.02.2020;0;Ningxia
China;37.2692;106.1655;1;18.02.2020;0;Ningxia
China;37.2692;106.1655;1;19.02.2020;0;Ningxia
China;37.2692;106.1655;1;02.02.2020;0;Ningxia
China;37.2692;106.1655;1;20.02.2020;0;Ningxia
China;37.2692;106.1655;1;21.02.2020;0;Ningxia
China;37.2692;106.1655;1;22.02.2020;0;Ningxia
China;37.2692;106.1655;1;23.02.2020;0;Ningxia
China;37.2692;106.1655;1;24.02.2020;0;Ningxia
China;37.2692;106.1655;1;25.02.2020;0;Ningxia
China;37.2692;106.1655;1;26.02.2020;0;Ningxia
China;37.2692;106.1655;1;27.02.2020;0;Ningxia
China;37.2692;106.1655;1;28.02.2020;0;Ningxia
China;37.2692;106.1655;1;29.02.2020;0;Ningxia
China;37.2692;106.1655;1;03.02.2020;0;Ningxia
China;37.2692;106.1655;1;04.02.2020;0;Ningxia
China;37.2692;106.1655;1;05.02.2020;0;Ningxia
China;37.2692;106.1655;1;06.02.2020;0;Ningxia
China;37.2692;106.1655;1;07.02.2020;0;Ningxia
China;37.2692;106.1655;1;08.02.2020;0;Ningxia
China;37.2692;106.1655;1;09.02.2020;0;Ningxia
China;37.2692;106.1655;1;01.03.2020;0;Ningxia
China;37.2692;106.1655;1;10.03.2020;0;Ningxia
China;37.2692;106.1655;1;11.03.2020;0;Ningxia
China;37.2692;106.1655;1;12.03.2020;0;Ningxia
China;37.2692;106.1655;1;13.03.2020;0;Ningxia
China;37.2692;106.1655;1;14.03.2020;0;Ningxia
China;37.2692;106.1655;1;15.03.2020;0;Ningxia
China;37.2692;106.1655;1;16.03.2020;0;Ningxia
China;37.2692;106.1655;1;17.03.2020;0;Ningxia
China;37.2692;106.1655;1;18.03.2020;0;Ningxia
China;37.2692;106.1655;1;19.03.2020;0;Ningxia
China;37.2692;106.1655;1;02.03.2020;0;Ningxia
China;37.2692;106.1655;1;20.03.2020;0;Ningxia
China;37.2692;106.1655;1;21.03.2020;0;Ningxia
China;37.2692;106.1655;1;22.03.2020;0;Ningxia
China;37.2692;106.1655;1;23.03.2020;0;Ningxia
China;37.2692;106.1655;1;24.03.2020;0;Ningxia
China;37.2692;106.1655;1;25.03.2020;0;Ningxia
China;37.2692;106.1655;1;26.03.2020;0;Ningxia
China;37.2692;106.1655;1;27.03.2020;0;Ningxia
China;37.2692;106.1655;1;28.03.2020;0;Ningxia
China;37.2692;106.1655;1;29.03.2020;0;Ningxia
China;37.2692;106.1655;1;03.03.2020;0;Ningxia
China;37.2692;106.1655;1;30.03.2020;0;Ningxia
China;37.2692;106.1655;1;31.03.2020;0;Ningxia
China;37.2692;106.1655;1;04.03.2020;0;Ningxia
China;37.2692;106.1655;1;05.03.2020;0;Ningxia
China;37.2692;106.1655;1;06.03.2020;0;Ningxia
China;37.2692;106.1655;1;07.03.2020;0;Ningxia
China;37.2692;106.1655;1;08.03.2020;0;Ningxia
China;37.2692;106.1655;1;09.03.2020;0;Ningxia
China;35.7452;95.9956;1;22.01.2020;0;Qinghai
China;35.7452;95.9956;1;23.01.2020;0;Qinghai
China;35.7452;95.9956;1;24.01.2020;0;Qinghai
China;35.7452;95.9956;1;25.01.2020;0;Qinghai
China;35.7452;95.9956;1;26.01.2020;0;Qinghai
China;35.7452;95.9956;1;27.01.2020;0;Qinghai
China;35.7452;95.9956;1;28.01.2020;0;Qinghai
China;35.7452;95.9956;1;29.01.2020;0;Qinghai
China;35.7452;95.9956;1;30.01.2020;0;Qinghai
China;35.7452;95.9956;1;31.01.2020;0;Qinghai
China;35.7452;95.9956;1;01.02.2020;0;Qinghai
China;35.7452;95.9956;1;10.02.2020;0;Qinghai
China;35.7452;95.9956;1;11.02.2020;0;Qinghai
China;35.7452;95.9956;1;12.02.2020;0;Qinghai
China;35.7452;95.9956;1;13.02.2020;0;Qinghai
China;35.7452;95.9956;1;14.02.2020;0;Qinghai
China;35.7452;95.9956;1;15.02.2020;0;Qinghai
China;35.7452;95.9956;1;16.02.2020;0;Qinghai
China;35.7452;95.9956;1;17.02.2020;0;Qinghai
China;35.7452;95.9956;1;18.02.2020;0;Qinghai
China;35.7452;95.9956;1;19.02.2020;0;Qinghai
China;35.7452;95.9956;1;02.02.2020;0;Qinghai
China;35.7452;95.9956;1;20.02.2020;0;Qinghai
China;35.7452;95.9956;1;21.02.2020;0;Qinghai
China;35.7452;95.9956;1;22.02.2020;0;Qinghai
China;35.7452;95.9956;1;23.02.2020;0;Qinghai
China;35.7452;95.9956;1;24.02.2020;0;Qinghai
China;35.7452;95.9956;1;25.02.2020;0;Qinghai
China;35.7452;95.9956;1;26.02.2020;0;Qinghai
China;35.7452;95.9956;1;27.02.2020;0;Qinghai
China;35.7452;95.9956;1;28.02.2020;0;Qinghai
China;35.7452;95.9956;1;29.02.2020;0;Qinghai
China;35.7452;95.9956;1;03.02.2020;0;Qinghai
China;35.7452;95.9956;1;04.02.2020;0;Qinghai
China;35.7452;95.9956;1;05.02.2020;0;Qinghai
China;35.7452;95.9956;1;06.02.2020;0;Qinghai
China;35.7452;95.9956;1;07.02.2020;0;Qinghai
China;35.7452;95.9956;1;08.02.2020;0;Qinghai
China;35.7452;95.9956;1;09.02.2020;0;Qinghai
China;35.7452;95.9956;1;01.03.2020;0;Qinghai
China;35.7452;95.9956;1;10.03.2020;0;Qinghai
China;35.7452;95.9956;1;11.03.2020;0;Qinghai
China;35.7452;95.9956;1;12.03.2020;0;Qinghai
China;35.7452;95.9956;1;13.03.2020;0;Qinghai
China;35.7452;95.9956;1;14.03.2020;0;Qinghai
China;35.7452;95.9956;1;15.03.2020;0;Qinghai
China;35.7452;95.9956;1;16.03.2020;0;Qinghai
China;35.7452;95.9956;1;17.03.2020;0;Qinghai
China;35.7452;95.9956;1;18.03.2020;0;Qinghai
China;35.7452;95.9956;1;19.03.2020;0;Qinghai
China;35.7452;95.9956;1;02.03.2020;0;Qinghai
China;35.7452;95.9956;1;20.03.2020;0;Qinghai
China;35.7452;95.9956;1;21.03.2020;0;Qinghai
China;35.7452;95.9956;1;22.03.2020;0;Qinghai
China;35.7452;95.9956;1;23.03.2020;0;Qinghai
China;35.7452;95.9956;1;24.03.2020;0;Qinghai
China;35.7452;95.9956;1;25.03.2020;0;Qinghai
China;35.7452;95.9956;1;26.03.2020;0;Qinghai
China;35.7452;95.9956;1;27.03.2020;0;Qinghai
China;35.7452;95.9956;1;28.03.2020;0;Qinghai
China;35.7452;95.9956;1;29.03.2020;0;Qinghai
China;35.7452;95.9956;1;03.03.2020;0;Qinghai
China;35.7452;95.9956;1;30.03.2020;0;Qinghai
China;35.7452;95.9956;1;31.03.2020;0;Qinghai
China;35.7452;95.9956;1;04.03.2020;0;Qinghai
China;35.7452;95.9956;1;05.03.2020;0;Qinghai
China;35.7452;95.9956;1;06.03.2020;0;Qinghai
China;35.7452;95.9956;1;07.03.2020;0;Qinghai
China;35.7452;95.9956;1;08.03.2020;0;Qinghai
China;35.7452;95.9956;1;09.03.2020;0;Qinghai
China;35.1917;108.8701;1;22.01.2020;0;Shaanxi
China;35.1917;108.8701;1;23.01.2020;0;Shaanxi
China;35.1917;108.8701;1;24.01.2020;0;Shaanxi
China;35.1917;108.8701;1;25.01.2020;0;Shaanxi
China;35.1917;108.8701;1;26.01.2020;0;Shaanxi
China;35.1917;108.8701;1;27.01.2020;0;Shaanxi
China;35.1917;108.8701;1;28.01.2020;0;Shaanxi
China;35.1917;108.8701;1;29.01.2020;0;Shaanxi
China;35.1917;108.8701;1;30.01.2020;0;Shaanxi
China;35.1917;108.8701;1;31.01.2020;0;Shaanxi
China;35.1917;108.8701;1;01.02.2020;0;Shaanxi
China;35.1917;108.8701;1;10.02.2020;0;Shaanxi
China;35.1917;108.8701;1;11.02.2020;0;Shaanxi
China;35.1917;108.8701;1;12.02.2020;0;Shaanxi
China;35.1917;108.8701;1;13.02.2020;0;Shaanxi
China;35.1917;108.8701;1;14.02.2020;0;Shaanxi
China;35.1917;108.8701;1;15.02.2020;0;Shaanxi
China;35.1917;108.8701;1;16.02.2020;0;Shaanxi
China;35.1917;108.8701;1;17.02.2020;0;Shaanxi
China;35.1917;108.8701;1;18.02.2020;0;Shaanxi
China;35.1917;108.8701;1;19.02.2020;0;Shaanxi
China;35.1917;108.8701;1;02.02.2020;0;Shaanxi
China;35.1917;108.8701;1;20.02.2020;1;Shaanxi
China;35.1917;108.8701;1;21.02.2020;1;Shaanxi
China;35.1917;108.8701;1;22.02.2020;1;Shaanxi
China;35.1917;108.8701;1;23.02.2020;1;Shaanxi
China;35.1917;108.8701;1;24.02.2020;1;Shaanxi
China;35.1917;108.8701;1;25.02.2020;1;Shaanxi
China;35.1917;108.8701;1;26.02.2020;1;Shaanxi
China;35.1917;108.8701;1;27.02.2020;1;Shaanxi
China;35.1917;108.8701;1;28.02.2020;1;Shaanxi
China;35.1917;108.8701;1;29.02.2020;1;Shaanxi
China;35.1917;108.8701;1;03.02.2020;0;Shaanxi
China;35.1917;108.8701;1;04.02.2020;0;Shaanxi
China;35.1917;108.8701;1;05.02.2020;0;Shaanxi
China;35.1917;108.8701;1;06.02.2020;0;Shaanxi
China;35.1917;108.8701;1;07.02.2020;0;Shaanxi
China;35.1917;108.8701;1;08.02.2020;0;Shaanxi
China;35.1917;108.8701;1;09.02.2020;0;Shaanxi
China;35.1917;108.8701;1;01.03.2020;1;Shaanxi
China;35.1917;108.8701;1;10.03.2020;1;Shaanxi
China;35.1917;108.8701;1;11.03.2020;1;Shaanxi
China;35.1917;108.8701;1;12.03.2020;2;Shaanxi
China;35.1917;108.8701;1;13.03.2020;2;Shaanxi
China;35.1917;108.8701;1;14.03.2020;2;Shaanxi
China;35.1917;108.8701;1;15.03.2020;2;Shaanxi
China;35.1917;108.8701;1;16.03.2020;2;Shaanxi
China;35.1917;108.8701;1;17.03.2020;3;Shaanxi
China;35.1917;108.8701;1;18.03.2020;3;Shaanxi
China;35.1917;108.8701;1;19.03.2020;3;Shaanxi
China;35.1917;108.8701;1;02.03.2020;1;Shaanxi
China;35.1917;108.8701;1;20.03.2020;3;Shaanxi
China;35.1917;108.8701;1;21.03.2020;3;Shaanxi
China;35.1917;108.8701;1;22.03.2020;3;Shaanxi
China;35.1917;108.8701;1;23.03.2020;3;Shaanxi
China;35.1917;108.8701;1;24.03.2020;3;Shaanxi
China;35.1917;108.8701;1;25.03.2020;3;Shaanxi
China;35.1917;108.8701;1;26.03.2020;3;Shaanxi
China;35.1917;108.8701;1;27.03.2020;3;Shaanxi
China;35.1917;108.8701;1;28.03.2020;3;Shaanxi
China;35.1917;108.8701;1;29.03.2020;3;Shaanxi
China;35.1917;108.8701;1;03.03.2020;1;Shaanxi
China;35.1917;108.8701;1;30.03.2020;3;Shaanxi
China;35.1917;108.8701;1;31.03.2020;3;Shaanxi
China;35.1917;108.8701;1;04.03.2020;1;Shaanxi
China;35.1917;108.8701;1;05.03.2020;1;Shaanxi
China;35.1917;108.8701;1;06.03.2020;1;Shaanxi
China;35.1917;108.8701;1;07.03.2020;1;Shaanxi
China;35.1917;108.8701;1;08.03.2020;1;Shaanxi
China;35.1917;108.8701;1;09.03.2020;1;Shaanxi
China;36.3427;118.1498;1;22.01.2020;0;Shandong
China;36.3427;118.1498;1;23.01.2020;0;Shandong
China;36.3427;118.1498;1;24.01.2020;0;Shandong
China;36.3427;118.1498;1;25.01.2020;0;Shandong
China;36.3427;118.1498;1;26.01.2020;0;Shandong
China;36.3427;118.1498;1;27.01.2020;0;Shandong
China;36.3427;118.1498;1;28.01.2020;0;Shandong
China;36.3427;118.1498;1;29.01.2020;0;Shandong
China;36.3427;118.1498;1;30.01.2020;0;Shandong
China;36.3427;118.1498;1;31.01.2020;0;Shandong
China;36.3427;118.1498;1;01.02.2020;0;Shandong
China;36.3427;118.1498;1;10.02.2020;1;Shandong
China;36.3427;118.1498;1;11.02.2020;1;Shandong
China;36.3427;118.1498;1;12.02.2020;2;Shandong
China;36.3427;118.1498;1;13.02.2020;2;Shandong
China;36.3427;118.1498;1;14.02.2020;2;Shandong
China;36.3427;118.1498;1;15.02.2020;2;Shandong
China;36.3427;118.1498;1;16.02.2020;2;Shandong
China;36.3427;118.1498;1;17.02.2020;2;Shandong
China;36.3427;118.1498;1;18.02.2020;3;Shandong
China;36.3427;118.1498;1;19.02.2020;3;Shandong
China;36.3427;118.1498;1;02.02.2020;0;Shandong
China;36.3427;118.1498;1;20.02.2020;4;Shandong
China;36.3427;118.1498;1;21.02.2020;4;Shandong
China;36.3427;118.1498;1;22.02.2020;4;Shandong
China;36.3427;118.1498;1;23.02.2020;4;Shandong
China;36.3427;118.1498;1;24.02.2020;5;Shandong
China;36.3427;118.1498;1;25.02.2020;6;Shandong
China;36.3427;118.1498;1;26.02.2020;6;Shandong
China;36.3427;118.1498;1;27.02.2020;6;Shandong
China;36.3427;118.1498;1;28.02.2020;6;Shandong
China;36.3427;118.1498;1;29.02.2020;6;Shandong
China;36.3427;118.1498;1;03.02.2020;0;Shandong
China;36.3427;118.1498;1;04.02.2020;0;Shandong
China;36.3427;118.1498;1;05.02.2020;0;Shandong
China;36.3427;118.1498;1;06.02.2020;0;Shandong
China;36.3427;118.1498;1;07.02.2020;0;Shandong
China;36.3427;118.1498;1;08.02.2020;0;Shandong
China;36.3427;118.1498;1;09.02.2020;1;Shandong
China;36.3427;118.1498;1;01.03.2020;6;Shandong
China;36.3427;118.1498;1;10.03.2020;6;Shandong
China;36.3427;118.1498;1;11.03.2020;6;Shandong
China;36.3427;118.1498;1;12.03.2020;6;Shandong
China;36.3427;118.1498;1;13.03.2020;7;Shandong
China;36.3427;118.1498;1;14.03.2020;7;Shandong
China;36.3427;118.1498;1;15.03.2020;7;Shandong
China;36.3427;118.1498;1;16.03.2020;7;Shandong
China;36.3427;118.1498;1;17.03.2020;7;Shandong
China;36.3427;118.1498;1;18.03.2020;7;Shandong
China;36.3427;118.1498;1;19.03.2020;7;Shandong
China;36.3427;118.1498;1;02.03.2020;6;Shandong
China;36.3427;118.1498;1;20.03.2020;7;Shandong
China;36.3427;118.1498;1;21.03.2020;7;Shandong
China;36.3427;118.1498;1;22.03.2020;7;Shandong
China;36.3427;118.1498;1;23.03.2020;7;Shandong
China;36.3427;118.1498;1;24.03.2020;7;Shandong
China;36.3427;118.1498;1;25.03.2020;7;Shandong
China;36.3427;118.1498;1;26.03.2020;7;Shandong
China;36.3427;118.1498;1;27.03.2020;7;Shandong
China;36.3427;118.1498;1;28.03.2020;7;Shandong
China;36.3427;118.1498;1;29.03.2020;7;Shandong
China;36.3427;118.1498;1;03.03.2020;6;Shandong
China;36.3427;118.1498;1;30.03.2020;7;Shandong
China;36.3427;118.1498;1;31.03.2020;7;Shandong
China;36.3427;118.1498;1;04.03.2020;6;Shandong
China;36.3427;118.1498;1;05.03.2020;6;Shandong
China;36.3427;118.1498;1;06.03.2020;6;Shandong
China;36.3427;118.1498;1;07.03.2020;6;Shandong
China;36.3427;118.1498;1;08.03.2020;6;Shandong
China;36.3427;118.1498;1;09.03.2020;6;Shandong
China;31.202;121.4491;1;22.01.2020;0;Shanghai
China;31.202;121.4491;1;23.01.2020;0;Shanghai
China;31.202;121.4491;1;24.01.2020;0;Shanghai
China;31.202;121.4491;1;25.01.2020;0;Shanghai
China;31.202;121.4491;1;26.01.2020;1;Shanghai
China;31.202;121.4491;1;27.01.2020;1;Shanghai
China;31.202;121.4491;1;28.01.2020;1;Shanghai
China;31.202;121.4491;1;29.01.2020;1;Shanghai
China;31.202;121.4491;1;30.01.2020;1;Shanghai
China;31.202;121.4491;1;31.01.2020;1;Shanghai
China;31.202;121.4491;1;01.02.2020;1;Shanghai
China;31.202;121.4491;1;10.02.2020;1;Shanghai
China;31.202;121.4491;1;11.02.2020;1;Shanghai
China;31.202;121.4491;1;12.02.2020;1;Shanghai
China;31.202;121.4491;1;13.02.2020;1;Shanghai
China;31.202;121.4491;1;14.02.2020;1;Shanghai
China;31.202;121.4491;1;15.02.2020;1;Shanghai
China;31.202;121.4491;1;16.02.2020;1;Shanghai
China;31.202;121.4491;1;17.02.2020;1;Shanghai
China;31.202;121.4491;1;18.02.2020;1;Shanghai
China;31.202;121.4491;1;19.02.2020;2;Shanghai
China;31.202;121.4491;1;02.02.2020;1;Shanghai
China;31.202;121.4491;1;20.02.2020;2;Shanghai
China;31.202;121.4491;1;21.02.2020;2;Shanghai
China;31.202;121.4491;1;22.02.2020;3;Shanghai
China;31.202;121.4491;1;23.02.2020;3;Shanghai
China;31.202;121.4491;1;24.02.2020;3;Shanghai
China;31.202;121.4491;1;25.02.2020;3;Shanghai
China;31.202;121.4491;1;26.02.2020;3;Shanghai
China;31.202;121.4491;1;27.02.2020;3;Shanghai
China;31.202;121.4491;1;28.02.2020;3;Shanghai
China;31.202;121.4491;1;29.02.2020;3;Shanghai
China;31.202;121.4491;1;03.02.2020;1;Shanghai
