Confirmed;Country/Region;Date;Deaths;Lat;Long;Anzahl der Datensätze;Province/State;Recovered
0;Afghanistan;22.01.2020;0;33.0;65.0;1;;0
0;Afghanistan;23.01.2020;0;33.0;65.0;1;;0
0;Afghanistan;24.01.2020;0;33.0;65.0;1;;0
0;Afghanistan;25.01.2020;0;33.0;65.0;1;;0
0;Afghanistan;26.01.2020;0;33.0;65.0;1;;0
0;Afghanistan;27.01.2020;0;33.0;65.0;1;;0
0;Afghanistan;28.01.2020;0;33.0;65.0;1;;0
0;Afghanistan;29.01.2020;0;33.0;65.0;1;;0
0;Afghanistan;30.01.2020;0;33.0;65.0;1;;0
0;Afghanistan;31.01.2020;0;33.0;65.0;1;;0
0;Afghanistan;01.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;10.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;11.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;12.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;13.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;14.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;15.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;16.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;17.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;18.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;19.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;02.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;20.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;21.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;22.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;23.02.2020;0;33.0;65.0;1;;0
1;Afghanistan;24.02.2020;0;33.0;65.0;1;;0
1;Afghanistan;25.02.2020;0;33.0;65.0;1;;0
1;Afghanistan;26.02.2020;0;33.0;65.0;1;;0
1;Afghanistan;27.02.2020;0;33.0;65.0;1;;0
1;Afghanistan;28.02.2020;0;33.0;65.0;1;;0
1;Afghanistan;29.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;03.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;04.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;05.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;06.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;07.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;08.02.2020;0;33.0;65.0;1;;0
0;Afghanistan;09.02.2020;0;33.0;65.0;1;;0
1;Afghanistan;01.03.2020;0;33.0;65.0;1;;0
5;Afghanistan;10.03.2020;0;33.0;65.0;1;;0
7;Afghanistan;11.03.2020;0;33.0;65.0;1;;0
7;Afghanistan;12.03.2020;0;33.0;65.0;1;;0
7;Afghanistan;13.03.2020;0;33.0;65.0;1;;0
11;Afghanistan;14.03.2020;0;33.0;65.0;1;;0
16;Afghanistan;15.03.2020;0;33.0;65.0;1;;0
21;Afghanistan;16.03.2020;0;33.0;65.0;1;;1
22;Afghanistan;17.03.2020;0;33.0;65.0;1;;1
22;Afghanistan;18.03.2020;0;33.0;65.0;1;;1
22;Afghanistan;19.03.2020;0;33.0;65.0;1;;1
1;Afghanistan;02.03.2020;0;33.0;65.0;1;;0
24;Afghanistan;20.03.2020;0;33.0;65.0;1;;1
24;Afghanistan;21.03.2020;0;33.0;65.0;1;;1
40;Afghanistan;22.03.2020;1;33.0;65.0;1;;1
40;Afghanistan;23.03.2020;1;33.0;65.0;1;;1
74;Afghanistan;24.03.2020;1;33.0;65.0;1;;1
84;Afghanistan;25.03.2020;2;33.0;65.0;1;;2
94;Afghanistan;26.03.2020;4;33.0;65.0;1;;2
110;Afghanistan;27.03.2020;4;33.0;65.0;1;;2
110;Afghanistan;28.03.2020;4;33.0;65.0;1;;2
120;Afghanistan;29.03.2020;4;33.0;65.0;1;;2
1;Afghanistan;03.03.2020;0;33.0;65.0;1;;0
170;Afghanistan;30.03.2020;4;33.0;65.0;1;;2
174;Afghanistan;31.03.2020;4;33.0;65.0;1;;5
1;Afghanistan;04.03.2020;0;33.0;65.0;1;;0
1;Afghanistan;05.03.2020;0;33.0;65.0;1;;0
1;Afghanistan;06.03.2020;0;33.0;65.0;1;;0
1;Afghanistan;07.03.2020;0;33.0;65.0;1;;0
4;Afghanistan;08.03.2020;0;33.0;65.0;1;;0
4;Afghanistan;09.03.2020;0;33.0;65.0;1;;0
0;Albania;22.01.2020;0;41.1533;20.1683;1;;0
0;Albania;23.01.2020;0;41.1533;20.1683;1;;0
0;Albania;24.01.2020;0;41.1533;20.1683;1;;0
0;Albania;25.01.2020;0;41.1533;20.1683;1;;0
0;Albania;26.01.2020;0;41.1533;20.1683;1;;0
0;Albania;27.01.2020;0;41.1533;20.1683;1;;0
0;Albania;28.01.2020;0;41.1533;20.1683;1;;0
0;Albania;29.01.2020;0;41.1533;20.1683;1;;0
0;Albania;30.01.2020;0;41.1533;20.1683;1;;0
0;Albania;31.01.2020;0;41.1533;20.1683;1;;0
0;Albania;01.02.2020;0;41.1533;20.1683;1;;0
0;Albania;10.02.2020;0;41.1533;20.1683;1;;0
0;Albania;11.02.2020;0;41.1533;20.1683;1;;0
0;Albania;12.02.2020;0;41.1533;20.1683;1;;0
0;Albania;13.02.2020;0;41.1533;20.1683;1;;0
0;Albania;14.02.2020;0;41.1533;20.1683;1;;0
0;Albania;15.02.2020;0;41.1533;20.1683;1;;0
0;Albania;16.02.2020;0;41.1533;20.1683;1;;0
0;Albania;17.02.2020;0;41.1533;20.1683;1;;0
0;Albania;18.02.2020;0;41.1533;20.1683;1;;0
0;Albania;19.02.2020;0;41.1533;20.1683;1;;0
0;Albania;02.02.2020;0;41.1533;20.1683;1;;0
0;Albania;20.02.2020;0;41.1533;20.1683;1;;0
0;Albania;21.02.2020;0;41.1533;20.1683;1;;0
0;Albania;22.02.2020;0;41.1533;20.1683;1;;0
0;Albania;23.02.2020;0;41.1533;20.1683;1;;0
0;Albania;24.02.2020;0;41.1533;20.1683;1;;0
0;Albania;25.02.2020;0;41.1533;20.1683;1;;0
0;Albania;26.02.2020;0;41.1533;20.1683;1;;0
0;Albania;27.02.2020;0;41.1533;20.1683;1;;0
0;Albania;28.02.2020;0;41.1533;20.1683;1;;0
0;Albania;29.02.2020;0;41.1533;20.1683;1;;0
0;Albania;03.02.2020;0;41.1533;20.1683;1;;0
0;Albania;04.02.2020;0;41.1533;20.1683;1;;0
0;Albania;05.02.2020;0;41.1533;20.1683;1;;0
0;Albania;06.02.2020;0;41.1533;20.1683;1;;0
0;Albania;07.02.2020;0;41.1533;20.1683;1;;0
0;Albania;08.02.2020;0;41.1533;20.1683;1;;0
0;Albania;09.02.2020;0;41.1533;20.1683;1;;0
0;Albania;01.03.2020;0;41.1533;20.1683;1;;0
10;Albania;10.03.2020;0;41.1533;20.1683;1;;0
12;Albania;11.03.2020;1;41.1533;20.1683;1;;0
23;Albania;12.03.2020;1;41.1533;20.1683;1;;0
33;Albania;13.03.2020;1;41.1533;20.1683;1;;0
38;Albania;14.03.2020;1;41.1533;20.1683;1;;0
42;Albania;15.03.2020;1;41.1533;20.1683;1;;0
51;Albania;16.03.2020;1;41.1533;20.1683;1;;0
55;Albania;17.03.2020;1;41.1533;20.1683;1;;0
59;Albania;18.03.2020;2;41.1533;20.1683;1;;0
64;Albania;19.03.2020;2;41.1533;20.1683;1;;0
0;Albania;02.03.2020;0;41.1533;20.1683;1;;0
70;Albania;20.03.2020;2;41.1533;20.1683;1;;0
76;Albania;21.03.2020;2;41.1533;20.1683;1;;2
89;Albania;22.03.2020;2;41.1533;20.1683;1;;2
104;Albania;23.03.2020;4;41.1533;20.1683;1;;2
123;Albania;24.03.2020;5;41.1533;20.1683;1;;10
146;Albania;25.03.2020;5;41.1533;20.1683;1;;17
174;Albania;26.03.2020;6;41.1533;20.1683;1;;17
186;Albania;27.03.2020;8;41.1533;20.1683;1;;31
197;Albania;28.03.2020;10;41.1533;20.1683;1;;31
212;Albania;29.03.2020;10;41.1533;20.1683;1;;33
0;Albania;03.03.2020;0;41.1533;20.1683;1;;0
223;Albania;30.03.2020;11;41.1533;20.1683;1;;44
243;Albania;31.03.2020;15;41.1533;20.1683;1;;52
0;Albania;04.03.2020;0;41.1533;20.1683;1;;0
0;Albania;05.03.2020;0;41.1533;20.1683;1;;0
0;Albania;06.03.2020;0;41.1533;20.1683;1;;0
0;Albania;07.03.2020;0;41.1533;20.1683;1;;0
0;Albania;08.03.2020;0;41.1533;20.1683;1;;0
2;Albania;09.03.2020;0;41.1533;20.1683;1;;0
0;Algeria;22.01.2020;0;28.0339;1.6596;1;;0
0;Algeria;23.01.2020;0;28.0339;1.6596;1;;0
0;Algeria;24.01.2020;0;28.0339;1.6596;1;;0
0;Algeria;25.01.2020;0;28.0339;1.6596;1;;0
0;Algeria;26.01.2020;0;28.0339;1.6596;1;;0
0;Algeria;27.01.2020;0;28.0339;1.6596;1;;0
0;Algeria;28.01.2020;0;28.0339;1.6596;1;;0
0;Algeria;29.01.2020;0;28.0339;1.6596;1;;0
0;Algeria;30.01.2020;0;28.0339;1.6596;1;;0
0;Algeria;31.01.2020;0;28.0339;1.6596;1;;0
0;Algeria;01.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;10.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;11.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;12.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;13.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;14.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;15.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;16.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;17.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;18.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;19.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;02.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;20.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;21.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;22.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;23.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;24.02.2020;0;28.0339;1.6596;1;;0
1;Algeria;25.02.2020;0;28.0339;1.6596;1;;0
1;Algeria;26.02.2020;0;28.0339;1.6596;1;;0
1;Algeria;27.02.2020;0;28.0339;1.6596;1;;0
1;Algeria;28.02.2020;0;28.0339;1.6596;1;;0
1;Algeria;29.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;03.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;04.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;05.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;06.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;07.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;08.02.2020;0;28.0339;1.6596;1;;0
0;Algeria;09.02.2020;0;28.0339;1.6596;1;;0
1;Algeria;01.03.2020;0;28.0339;1.6596;1;;0
20;Algeria;10.03.2020;0;28.0339;1.6596;1;;0
20;Algeria;11.03.2020;0;28.0339;1.6596;1;;0
24;Algeria;12.03.2020;1;28.0339;1.6596;1;;8
26;Algeria;13.03.2020;2;28.0339;1.6596;1;;8
37;Algeria;14.03.2020;3;28.0339;1.6596;1;;12
48;Algeria;15.03.2020;4;28.0339;1.6596;1;;12
54;Algeria;16.03.2020;4;28.0339;1.6596;1;;12
60;Algeria;17.03.2020;4;28.0339;1.6596;1;;12
74;Algeria;18.03.2020;7;28.0339;1.6596;1;;12
87;Algeria;19.03.2020;9;28.0339;1.6596;1;;32
3;Algeria;02.03.2020;0;28.0339;1.6596;1;;0
90;Algeria;20.03.2020;11;28.0339;1.6596;1;;32
139;Algeria;21.03.2020;15;28.0339;1.6596;1;;32
201;Algeria;22.03.2020;17;28.0339;1.6596;1;;65
230;Algeria;23.03.2020;17;28.0339;1.6596;1;;65
264;Algeria;24.03.2020;19;28.0339;1.6596;1;;24
302;Algeria;25.03.2020;21;28.0339;1.6596;1;;65
367;Algeria;26.03.2020;25;28.0339;1.6596;1;;29
409;Algeria;27.03.2020;26;28.0339;1.6596;1;;29
454;Algeria;28.03.2020;29;28.0339;1.6596;1;;31
511;Algeria;29.03.2020;31;28.0339;1.6596;1;;31
5;Algeria;03.03.2020;0;28.0339;1.6596;1;;0
584;Algeria;30.03.2020;35;28.0339;1.6596;1;;37
716;Algeria;31.03.2020;44;28.0339;1.6596;1;;46
12;Algeria;04.03.2020;0;28.0339;1.6596;1;;0
12;Algeria;05.03.2020;0;28.0339;1.6596;1;;0
17;Algeria;06.03.2020;0;28.0339;1.6596;1;;0
17;Algeria;07.03.2020;0;28.0339;1.6596;1;;0
19;Algeria;08.03.2020;0;28.0339;1.6596;1;;0
20;Algeria;09.03.2020;0;28.0339;1.6596;1;;0
0;Andorra;22.01.2020;0;42.5063;1.5218;1;;0
0;Andorra;23.01.2020;0;42.5063;1.5218;1;;0
0;Andorra;24.01.2020;0;42.5063;1.5218;1;;0
0;Andorra;25.01.2020;0;42.5063;1.5218;1;;0
0;Andorra;26.01.2020;0;42.5063;1.5218;1;;0
0;Andorra;27.01.2020;0;42.5063;1.5218;1;;0
0;Andorra;28.01.2020;0;42.5063;1.5218;1;;0
0;Andorra;29.01.2020;0;42.5063;1.5218;1;;0
0;Andorra;30.01.2020;0;42.5063;1.5218;1;;0
0;Andorra;31.01.2020;0;42.5063;1.5218;1;;0
0;Andorra;01.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;10.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;11.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;12.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;13.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;14.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;15.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;16.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;17.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;18.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;19.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;02.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;20.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;21.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;22.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;23.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;24.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;25.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;26.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;27.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;28.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;29.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;03.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;04.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;05.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;06.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;07.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;08.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;09.02.2020;0;42.5063;1.5218;1;;0
0;Andorra;01.03.2020;0;42.5063;1.5218;1;;0
1;Andorra;10.03.2020;0;42.5063;1.5218;1;;0
1;Andorra;11.03.2020;0;42.5063;1.5218;1;;0
1;Andorra;12.03.2020;0;42.5063;1.5218;1;;1
1;Andorra;13.03.2020;0;42.5063;1.5218;1;;0
1;Andorra;14.03.2020;0;42.5063;1.5218;1;;1
1;Andorra;15.03.2020;0;42.5063;1.5218;1;;1
2;Andorra;16.03.2020;0;42.5063;1.5218;1;;1
39;Andorra;17.03.2020;0;42.5063;1.5218;1;;1
39;Andorra;18.03.2020;0;42.5063;1.5218;1;;1
53;Andorra;19.03.2020;0;42.5063;1.5218;1;;1
1;Andorra;02.03.2020;0;42.5063;1.5218;1;;0
75;Andorra;20.03.2020;0;42.5063;1.5218;1;;1
88;Andorra;21.03.2020;0;42.5063;1.5218;1;;1
113;Andorra;22.03.2020;1;42.5063;1.5218;1;;1
133;Andorra;23.03.2020;1;42.5063;1.5218;1;;1
164;Andorra;24.03.2020;1;42.5063;1.5218;1;;1
188;Andorra;25.03.2020;1;42.5063;1.5218;1;;1
224;Andorra;26.03.2020;3;42.5063;1.5218;1;;1
267;Andorra;27.03.2020;3;42.5063;1.5218;1;;1
308;Andorra;28.03.2020;3;42.5063;1.5218;1;;1
334;Andorra;29.03.2020;6;42.5063;1.5218;1;;1
1;Andorra;03.03.2020;0;42.5063;1.5218;1;;0
370;Andorra;30.03.2020;8;42.5063;1.5218;1;;10
376;Andorra;31.03.2020;12;42.5063;1.5218;1;;10
1;Andorra;04.03.2020;0;42.5063;1.5218;1;;0
1;Andorra;05.03.2020;0;42.5063;1.5218;1;;0
1;Andorra;06.03.2020;0;42.5063;1.5218;1;;0
1;Andorra;07.03.2020;0;42.5063;1.5218;1;;0
1;Andorra;08.03.2020;0;42.5063;1.5218;1;;0
1;Andorra;09.03.2020;0;42.5063;1.5218;1;;0
0;Angola;22.01.2020;0;-11.2027;17.8739;1;;0
0;Angola;23.01.2020;0;-11.2027;17.8739;1;;0
0;Angola;24.01.2020;0;-11.2027;17.8739;1;;0
0;Angola;25.01.2020;0;-11.2027;17.8739;1;;0
0;Angola;26.01.2020;0;-11.2027;17.8739;1;;0
0;Angola;27.01.2020;0;-11.2027;17.8739;1;;0
0;Angola;28.01.2020;0;-11.2027;17.8739;1;;0
0;Angola;29.01.2020;0;-11.2027;17.8739;1;;0
0;Angola;30.01.2020;0;-11.2027;17.8739;1;;0
0;Angola;31.01.2020;0;-11.2027;17.8739;1;;0
0;Angola;01.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;10.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;11.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;12.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;13.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;14.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;15.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;16.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;17.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;18.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;19.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;02.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;20.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;21.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;22.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;23.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;24.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;25.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;26.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;27.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;28.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;29.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;03.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;04.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;05.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;06.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;07.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;08.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;09.02.2020;0;-11.2027;17.8739;1;;0
0;Angola;01.03.2020;0;-11.2027;17.8739;1;;0
0;Angola;10.03.2020;0;-11.2027;17.8739;1;;0
0;Angola;11.03.2020;0;-11.2027;17.8739;1;;0
0;Angola;12.03.2020;0;-11.2027;17.8739;1;;0
0;Angola;13.03.2020;0;-11.2027;17.8739;1;;0
0;Angola;14.03.2020;0;-11.2027;17.8739;1;;0
0;Angola;15.03.2020;0;-11.2027;17.8739;1;;0
0;Angola;16.03.2020;0;-11.2027;17.8739;1;;0
0;Angola;17.03.2020;0;-11.2027;17.8739;1;;0
0;Angola;18.03.2020;0;-11.2027;17.8739;1;;0
0;Angola;19.03.2020;0;-11.2027;17.8739;1;;0
0;Angola;02.03.2020;0;-11.2027;17.8739;1;;0
1;Angola;20.03.2020;0;-11.2027;17.8739;1;;0
2;Angola;21.03.2020;0;-11.2027;17.8739;1;;0
2;Angola;22.03.2020;0;-11.2027;17.8739;1;;0
3;Angola;23.03.2020;0;-11.2027;17.8739;1;;0
3;Angola;24.03.2020;0;-11.2027;17.8739;1;;0
3;Angola;25.03.2020;0;-11.2027;17.8739;1;;0
4;Angola;26.03.2020;0;-11.2027;17.8739;1;;0
4;Angola;27.03.2020;0;-11.2027;17.8739;1;;0
5;Angola;28.03.2020;0;-11.2027;17.8739;1;;0
7;Angola;29.03.2020;2;-11.2027;17.8739;1;;0
0;Angola;03.03.2020;0;-11.2027;17.8739;1;;0
7;Angola;30.03.2020;2;-11.2027;17.8739;1;;0
7;Angola;31.03.2020;2;-11.2027;17.8739;1;;1
0;Angola;04.03.2020;0;-11.2027;17.8739;1;;0
0;Angola;05.03.2020;0;-11.2027;17.8739;1;;0
0;Angola;06.03.2020;0;-11.2027;17.8739;1;;0
0;Angola;07.03.2020;0;-11.2027;17.8739;1;;0
0;Angola;08.03.2020;0;-11.2027;17.8739;1;;0
0;Angola;09.03.2020;0;-11.2027;17.8739;1;;0
0;Antigua and Barbuda;22.01.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;23.01.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;24.01.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;25.01.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;26.01.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;27.01.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;28.01.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;29.01.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;30.01.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;31.01.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;01.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;10.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;11.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;12.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;13.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;14.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;15.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;16.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;17.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;18.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;19.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;02.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;20.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;21.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;22.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;23.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;24.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;25.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;26.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;27.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;28.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;29.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;03.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;04.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;05.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;06.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;07.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;08.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;09.02.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;01.03.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;10.03.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;11.03.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;12.03.2020;0;17.0608;-61.7964;1;;0
1;Antigua and Barbuda;13.03.2020;0;17.0608;-61.7964;1;;0
1;Antigua and Barbuda;14.03.2020;0;17.0608;-61.7964;1;;0
1;Antigua and Barbuda;15.03.2020;0;17.0608;-61.7964;1;;0
1;Antigua and Barbuda;16.03.2020;0;17.0608;-61.7964;1;;0
1;Antigua and Barbuda;17.03.2020;0;17.0608;-61.7964;1;;0
1;Antigua and Barbuda;18.03.2020;0;17.0608;-61.7964;1;;0
1;Antigua and Barbuda;19.03.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;02.03.2020;0;17.0608;-61.7964;1;;0
1;Antigua and Barbuda;20.03.2020;0;17.0608;-61.7964;1;;0
1;Antigua and Barbuda;21.03.2020;0;17.0608;-61.7964;1;;0
1;Antigua and Barbuda;22.03.2020;0;17.0608;-61.7964;1;;0
3;Antigua and Barbuda;23.03.2020;0;17.0608;-61.7964;1;;0
3;Antigua and Barbuda;24.03.2020;0;17.0608;-61.7964;1;;0
3;Antigua and Barbuda;25.03.2020;0;17.0608;-61.7964;1;;0
7;Antigua and Barbuda;26.03.2020;0;17.0608;-61.7964;1;;0
7;Antigua and Barbuda;27.03.2020;0;17.0608;-61.7964;1;;0
7;Antigua and Barbuda;28.03.2020;0;17.0608;-61.7964;1;;0
7;Antigua and Barbuda;29.03.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;03.03.2020;0;17.0608;-61.7964;1;;0
7;Antigua and Barbuda;30.03.2020;0;17.0608;-61.7964;1;;0
7;Antigua and Barbuda;31.03.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;04.03.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;05.03.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;06.03.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;07.03.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;08.03.2020;0;17.0608;-61.7964;1;;0
0;Antigua and Barbuda;09.03.2020;0;17.0608;-61.7964;1;;0
0;Argentina;22.01.2020;0;-38.4161;-63.6167;1;;0
0;Argentina;23.01.2020;0;-38.4161;-63.6167;1;;0
0;Argentina;24.01.2020;0;-38.4161;-63.6167;1;;0
0;Argentina;25.01.2020;0;-38.4161;-63.6167;1;;0
0;Argentina;26.01.2020;0;-38.4161;-63.6167;1;;0
0;Argentina;27.01.2020;0;-38.4161;-63.6167;1;;0
0;Argentina;28.01.2020;0;-38.4161;-63.6167;1;;0
0;Argentina;29.01.2020;0;-38.4161;-63.6167;1;;0
0;Argentina;30.01.2020;0;-38.4161;-63.6167;1;;0
0;Argentina;31.01.2020;0;-38.4161;-63.6167;1;;0
0;Argentina;01.02.2020;0;-38.4161;-63.6167;1;;0
0;Argentina;10.02.2020;0;-38.4161;-63.6167;1;;0
0;Argentina;11.02.2020;0;-38.4161;-63.6167;1;;0
0;Argentina;12.02.2020;0;-38.4161;-63.6167;1;;0
0;Argentina;13.02.2020;0;-38.4161;-63.6167;1;;0
